longi;lat;address;type;classOf
-46658327;-23694190;CONCEICAO DA BOA VIAGEM,R,216;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46418253;-23583288;JUA MIRIM,R,366;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46487859;-23505492;BOTURUSSU,AV,168;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46683984;-23587310;HORACIO LAFER,AV,590;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46428686;-23504320;CEMBIRA,R,992;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46653852;-23561245;ITAPEVA,R,700;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46455110;-23541150;PORTO XAVIER,R,57;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46638093;-23643558;GETULIO VARGAS,R,27;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46585248;-23462153;PAULO LINCOLN DO VALLE PONTIN,R,323;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46762165;-23664866;GUTEMBERG JOSE FERREIRA,R,50;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46700748;-23521995;ROMA, R,446;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46715338;-23650091;PAULA CRUZ,R,71;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46629255;-23485813;LUIS LUSTOSA DA SILVA,DR,R,369;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46766519;-23681962;ERNESTO PASQUALUCCI,R,52;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46718678;-23617574;SILVEIRA SAMPAIO,R,660;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46723624;-23828021;TEREZINHA DO PRADO OLIVEIRA,R,100;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46665042;-23531684;CANDIDO ESPINHEIRA,R,616;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46723490;-23485951;RAIMUNDO PEREIRA DE MAGALHAES,AV,5214;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46713261;-23494090;URUTINGA,R,90;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46490336;-23595951;CLOVIS MONTEIRO CARVALHO JR,R,22;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46446356;-23492880;OTAVIO DE ROSA,R,37;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46492813;-23611267;JOAO LOPES DE LIMA,R,1151;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46627859;-23550525;FREDERICO ALVARENGA,R,259;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46535911;-23534594;ANTONIO LINDORO DA SILVA,R,295;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46579713;-23586491;SANTA HELENA,PCA,56;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46610841;-23581727;GON´?¢ALO PEDROSA,R, 105;CENTRO DE ATENCAO PSICOSSOCIAL ADULTO;SAUDE MENTAL
-46650227;-23457675;RODRIGUES SETTE, DES,R,111;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46711828;-23749142;LUIZ ROTTA,R., 300;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46773557;-23635551;DOMINGOS BICUDO, R., 385;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46726732;-23495917;LINO PINTO DOS SANTOS,R,203;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46627859;-23550525;FREDERICO ALVARENGA,R,259,5A;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46633950;-23523893;R. PRATES, 1101;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46479882;-23485996;JO+O ANTONIO ANDRADE,R, 804;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46692037;-23469045;OLINTO FRAGA MOREIRA,R,275;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46412961;-23543890;FRANCISCO PINHEIRO,PROF,R,139;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46459048;-23525834;CORRE CORRE,R,30;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46639499;-23637082;JAPURA,DE,BR,PCA,01;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46778881;-23714094;FLORIANO ALVARO, CORONEL,R,500;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46396925;-23500976;VALENTE DE NOVAIS,R,51;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46596105;-23548479;JAIBARAS,R,251;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46550021;-23526200;NOSSA SENHORA DA PENHA,PCA,55;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46700095;-23560595;NICOLAU GAGLIARDI,R,439;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46644829;-23598484;OTONIS,DOS,R,887;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46640242;-23595968;FRANCISCO DE CASTRO,PROF,R,92;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46453483;-23498231;TAIUVINHA,R,20;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46598275;-23598200;GRITO,DO,R,635;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46622463;-23498445;SARAIVA,CONS,R,411;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46690748;-23633610;BELA VISTA,R,269;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46486194;-23598994;JOAQUIM GOUVEIA FRANCO,R,150;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46516062;-23595440;DAS ESTERLINAS,R,124;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46636637;-23531887;PRATES,R,165;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46588591;-23633112;COLOMBO FLORENCE,R,241;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46691373;-23544958;HEITOR PENTEADO,R,1448;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46646378;-23627080;CECI,AV,2101;CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS;SAUDE MENTAL
-46775798;-23632870;AROLDO DE AZEVEDO, R., 38;CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL;SAUDE MENTAL
-46409444;-23568023;GUILHERME DE ABREU SOBRE,DR,R,485;CENTRO DE ATENCAO SAUDE SEXUAL REPRODUTIVA;AMBULATORIOS ESPECIALIZADOS
-46626755;-23511365;EUL-LIA,STA,R,86;CENTRO DE CONTROLE DE ZOONOSES - CCZ;VIGILANCIA EM SAUDE
-46779268;-23636919;CARLOS LACERDA,AV,678;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46727794;-23434214;ESTRADA DE TAIPAS - PQ PINHEIRINHO D'AGUA, 2100;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46428540;-23506374;CEMBIRA,R,1201;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46676564;-23529927;SUMARE,AV,67;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46471220;-23499639;RODRIGO DE BRUNN,AL,36;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46703023;-23476225;ANTONIO GENELE,R,30;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46709333;-23712608;ROBERT KENEDY,AV.,5300;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46584854;-23462775;PAULO LINCOLN DO VALLE PONTIN,R,241;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46484515;-23548787;NICOLAU DA FONSECA,IRMAO,R,33;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46597303;-23550412;TAQUARI,R,549;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46739525;-23404123;FIORELLI PECCICACO,R,510;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46717141;-23665967;GUARAPIRANGA,DE,ESTR,575;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46654834;-23590708;IV CENTENARIO, AV,PORT+O 5,S/N;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46725965;-23578971;PEDRO PECCININI,R,88;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46442895;-23552507;MURMURIOS DA TARDE,R,211;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46374704;-23501486;TIMOTEO CORREIA GOES,R,100;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46735804;-23501133;PEDRO SERNAGIOTTI,R,125;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46712790;-23654420;JOSE MARIA,PE,R, 555;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46774481;-23665295;JASMIM DA BEIRADA,TRAV,71;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46637343;-23639917;LUSSANVIRA,R,178;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46568666;-23583419;FRANCISCO FALCONI,R,100;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46597437;-23513960;SAO QUIRINO,R,905;CENTRO DE CONVIVENCIA E COOPERATIVA (CECCO);SAUDE MENTAL
-46489371;-23590086;MATEO BEI,R,838;CENTRO DE DIAGNOSTICO POR IMAGEM;APOIO DIAGNOSTICO
-46627859;-23550525;FREDERICO ALVARENGA,R,259;CENTRO DE DIAGNOSTICO POR IMAGEM;APOIO DIAGNOSTICO
-46641553;-23556468;HUMAITA,R,520;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46524187;-23552513;JACI BARBOSA,DR,R,280;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46731959;-23586132;JOAO GUERRA,R,247;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46749380;-23637524;FRANCISCO SOARES,R,81;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46663551;-23508739;MOURAO VIEIRA,R,11;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46698555;-23649570;MINISTRO ROBERTO CARDOSO ALVES, R, 386;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46398526;-23600739;FERNANDO GANGA,R,14;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46473835;-23494467;JOSE GOES NOGUEIRA,R,70;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46684432;-23472919;RUI DE MORAIS APOCALIPSE,R,2;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46412487;-23557468;MACABU,R,35;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46608202;-23587114;XAVIER DE ALMEIDA,R,210;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46434612;-23553169;ANDREAS AMON,R,150;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46637560;-23651657;ARMANDO DE ARRUDA PEREIRA,AV,ENG.2944;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46631123;-23502852;BRAS LEME,AV,2945;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46686772;-23534717;COTOXO,R,1000;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46755453;-23656634;MANUEL BORDALO PINHEIRO,R,100;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46685595;-23755005;SAO CAETANO DO SUL,R,381;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46575142;-23570175;FAROL PAULISTANO,R,410;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46731417;-23836970;ESTRADA ENGENHEIRO MARSILAC,1047;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46532366;-23534580;EDGAR GARCIA VIEIRA,R,DR,130;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46758672;-23488618;MARCELA ALVES DE CASSIA,R,175;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46457302;-23630863;BANDEIRA DO ARACAMBI,S/N;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46440474;-23496401;ANTONIO GAMA DE CERQUEIRA, PROF,R,347;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46670222;-23697063;ALVARENGA,ESTR,257;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46605055;-23515717;JOAO VENTURA BATISTA,R,615;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46645846;-23628113;CECI,AV,2235;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46492813;-23611267;JOAO LOPES DE LIMA,R,1151;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46602550;-23584050;LINO COUTINHO,R,141;CENTRO DE ESPECIALIDADES ODONTOLOGICAS/CEO;AMBULATORIOS ESPECIALIZADOS
-46735219;-23628795;JANDIATUBA,R,200;CENTRO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46750982;-23622646;GUARAMEMBE,R,589;CENTRO DE REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46466160;-23482730;UM, R., 32;CENTRO DE RECUPERA´?¢AO E EDUCACAO NUTRICIONAL;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46639808;-23607482;DAS AZALEIAS, R., 244;CENTRO DE RECUPERA´?¢AO E EDUCACAO NUTRICIONAL;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46408524;-23543325;COSME DEODATO TADEU,PROF,R,136;CENTRO DE REFERENCIA;AMBULATORIOS ESPECIALIZADOS
-46658680;-23521099;ABRAHAO RIBEIRO,283;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46658680;-23521099;ABRAHAO RIBEIRO,283;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46711670;-23728292;CASSIO DE CAMPOS NOGUEIRA, R, 340;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46673086;-23552949;ARNALDO,DR,AV,925;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46716265;-23568005;VITAL BRASIL,AV,1490;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46697386;-23564196;FERREIRA DE ARAUJO,R,789;CENTRO DE SAUDE;UBS/POSTO DE SAUDE/CENTRO DE SAUDE
-46404329;-23602665;LUIS BORDESE,R,96;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46597303;-23550412;TAQUARI,R,549;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46415883;-23543696;CENTRALINA,R,168;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46636628;-23547830;LIBERO BADARO,R,144;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46727344;-23485737;FELIPE PINEL,AV,DR,12;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46760654;-23639704;FRANCISCO ANTUNES MEIRA,R,255;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46437232;-23495572;MANUEL OSORIO,ENG,AV,1517;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46703310;-23651755;GABRIEL NETUZE PERES,PROM,R,159;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46489373;-23590088;MATEO BEI,R,838;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46396836;-23500937;VALENTE DE NOVAIS,R,9;CENTRO DE TESTAGEM E ACONSELHAMENTO DST/AIDS;UNIDADES DST/AIDS
-46645846;-23628113;CECI,AV,2235;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46612505;-23482098;NOVA CANTAREIRA,AV,1476;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46408536;-23511853;CRESCENTE, R., 97;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46406454;-23511806;SETE ESTRELAS, R., 486;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46549650;-23526480;NOSSA SENHORA DA PENHA, PCA, 56;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46575450;-23545780;PRA´?¢A MANOEL BORGES DE SOUZA NUNESXR.BOM SUCESSO,650;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46494531;-23598225;ENGENHO NOVO, AV., 82;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46582230;-23581870;PCA CENTENARIO DE VILA PRUDENTE, 108;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46492463;-23612127;JOAO LOPES DE LIMA, R., 1151;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46608259;-23587216;XAVIER DE ALMEIDA, R., 210;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46440349;-23496232;PROFESSOR ANTONIO GAMA DE CERQUEIRA, R., 347;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46659460;-23695249;CORREGO AZUL,R,433;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46385059;-23503328;BOIGUACU,R,51;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46770652;-23655166;GASTAO RAUL DE FOURTON BOUSQUET,R,377;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46412487;-23557468;MACABU,R,35;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46761374;-23691954;ALEXANDRINA M DE LIMA,AV,S/N;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46683914;-23628839;VICENTE RAO,R,429;CENTRO ESPECIALIZADO EM REABILITACAO;AMBULATORIOS ESPECIALIZADOS
-46694171;-23489709;ITABERABA,AV,1377;CENTRO REFERENCIA  DST/AIDS;UNIDADES DST/AIDS
-46550021;-23526200;NOSSA SENHORA DA PENHA,PCA, 55;CENTRO REFERENCIA  DST/AIDS;UNIDADES DST/AIDS
-46700494;-23656083;CARLOS GOMES,R,695;CENTRO REFERENCIA  DST/AIDS;UNIDADES DST/AIDS
-46627859;-23550525;FREDERICO ALVARENGA,R,259,5A;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46639767;-23546303;CRISPINIANO,CONS,20;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46694334;-23491071;ITABERABA,AV,1210;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46685171;-23532091;COTOXO,R,664;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46440474;-23496401;ANTONIO GAMA DE CERQUEIRA,PROF,R,347;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46598449;-23551769;CIRO PONTES,PCA,S/N;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46702149;-23647690;ADOLFO PINHEIRO,AV,581;CENTRO REFERENCIA DE SAUDE DO TRABALHADOR;AMBULATORIOS ESPECIALIZADOS
-46625264;-23556159;LEOPOLDO MIGUEZ,R,327;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46650104;-23569042;LUIS ANTONIO,AV,BRIG,2533;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46671807;-23527014;FRANCISCO MATARAZZO,AV, 989;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46448426;-23532293;AUGUSTO CARLOS BAUMANN,R,623;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46640709;-23580300;CUBATAO,R,1043;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46677191;-23551303;OSCAR FREIRE,R,2396;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46661309;-23538846;BROTERO,CONS,1486;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46605856;-23583218;PATRIOTAS,DOS,R,598;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46451596;-23498158;ESTANISLAU DE MIRANDA,R,18;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46663768;-23530761;FRANCISCO MATARAZZO,AV,74;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46589796;-23580562;CHAMANTA,R,1351;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46598841;-23531102;JEQUITINHONHA,R,444;CLINICA ESPECIALIZADA;AMBULATORIOS ESPECIALIZADOS
-46633577;-23593841;SAO SAMUEL,R,70;CLINICA ODONTOLOGICA;AMBULATORIOS ESPECIALIZADOS
-46737750;-23566803;LINEU PRESTES,PROF,AV,2227;CLINICA ODONTOLOGICA;AMBULATORIOS ESPECIALIZADOS
-46669874;-23556522;ENEAS DE CARVALHO AGUIAR,155, 1´?¢ A;HEMOCENTRO;OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS
-46684432;-23472919;RUI MORAES DO APOCALIPSE,R,2;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46388369;-23491742;MARECHAL TITO,AV,6035;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46736069;-23666232;PHILIPE DE VITRY,R,280;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46780777;-23734802;FUNCIONARIOS PUBLICOS, DOS, AV.,379;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46550021;-23526200;NOSSA SENHORA DA PENHA,PCA, 55;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46700788;-23523667;CATAO,R,380;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46441760;-23497720;PIRES DO RIO, AV., 199;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46698436;-23722163;CASSIANO DOS SANTOS,R., 43;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46636390;-23543980;VALE DO ANHANGABAU;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46663967;-23475571;JO´?¢O MARCELINO BRANCO, AV.96;HORA CERTA;AMBULATORIOS ESPECIALIZADOS
-46648704;-23541966;CESARIO MOTA JR,DR,R,112;HOSPITAL;HOSPITAL
-46403315;-23596478;METALURGICOS,DOS,AV,1797;HOSPITAL;HOSPITAL
-46531843;-23559914;VACANGA,R,300;HOSPITAL;HOSPITAL
-46568476;-23430527;FERNAO DIAS,ROD,KM82;HOSPITAL;HOSPITAL
-46753829;-23474711;ESTRADA TURISTICA DO JARAGUA,2365;HOSPITAL;HOSPITAL
-46637911;-23587691;MARAGLIANO,MJ,R,241;HOSPITAL;HOSPITAL
-46608991;-23595656;RIBEIRO DO AMARAL,R,366;HOSPITAL;HOSPITAL
-46635463;-23596351;SANTA CRUZ,R,81;HOSPITAL;HOSPITAL
-46645461;-23596141;BORGES LAGOA,R,960;HOSPITAL;HOSPITAL
-46583321;-23465749;GUAPIRA,AV,2674;HOSPITAL;HOSPITAL
-46651774;-23584676;DANTE PAZZANESE,DR,AV,500;HOSPITAL;HOSPITAL
-46593037;-23607887;CONEGO XAVIER,R,276;HOSPITAL;HOSPITAL
-46599569;-23547095;ALCANTARA MACHADO,AV,2576;HOSPITAL;HOSPITAL
-46590372;-23562673;PASCOAL MOREIRA,R,486;HOSPITAL;HOSPITAL
-46642156;-23597767;BOTUCATU,R,743;HOSPITAL;HOSPITAL
-46667533;-23555666;ARNALDO, DR, AV,251;HOSPITAL;HOSPITAL
